Incident energy , σ(E)
1.2599E7 , 1.347486
1.27E7 , 1.366483
1.2738E7 , 1.366982
1.2792E7 , 1.387586
1.29E7 , 1.401979
1.299E7 , 1.423478
1.3E7 , 1.420377
1.3053E7 , 1.415579
1.30581E7 , 1.415655
1.31E7 , 1.416278
1.312E7 , 1.416379
1.325E7 , 1.407367
1.328E7 , 1.394972
1.33E7 , 1.397273
1.35E7 , 1.392767
1.35208E7 , 1.396513
1.354E7 , 1.39997
1.3553E7 , 1.399463
1.3587E7 , 1.400467
1.3646E7 , 1.385961
1.37E7 , 1.381461
1.3767E7 , 1.373963
1.376742E7 , 1.373761
1.3822E7 , 1.348648
1.383E7 , 1.348849
1.3965E7 , 1.330554
1.4E7 , 1.302255
1.4053E7 , 1.315355
1.41414E7 , 1.324947
1.4182E7 , 1.329354
1.425E7 , 1.334251
1.4364E7 , 1.321156
1.4419E7 , 1.312152
1.4472E7 , 1.313754
1.45E7 , 1.320049
1.4553E7 , 1.333949
1.45644E7 , 1.334389
1.4566E7 , 1.334451
1.4653E7 , 1.363046
1.4694E7 , 1.379249
1.475E7 , 1.38065
1.4767E7 , 1.377453
1.4807E7 , 1.380448
1.4812E7 , 1.382448
1.4837E7 , 1.385444
1.4863E7 , 1.388749
1.4887E7 , 1.390146
1.4888E7 , 1.390146
1.4892E7 , 1.396548
1.4906E7 , 1.398548
1.4909E7 , 1.399251
1.4927E7 , 1.396453
1.4954E7 , 1.396946
1.4962E7 , 1.396749
1.4996E7 , 1.403547
1.5E7 , 1.397448
1.5006E7 , 1.399651
1.5045E7 , 1.410252
1.5053E7 , 1.414545
1.5093E7 , 1.425352
1.52247E7 , 1.432575
1.5248E7 , 1.433853
1.5263E7 , 1.433844
1.52634E7 , 1.433886
1.5448E7 , 1.454348
1.5477E7 , 1.454953
1.55E7 , 1.457055
1.5553E7 , 1.463855
1.5731E7 , 1.479654
1.5966E7 , 1.507366
1.597E7 , 1.513663
1.599E7 , 1.50996
1.6E7 , 1.515563
1.6053E7 , 1.502663
1.6068E7 , 1.501969
1.6256E7 , 1.463266
1.63081E7 , 1.447296
1.6347E7 , 1.435372
1.634745E7 , 1.435371
1.6443E7 , 1.438169
1.65E7 , 1.432772
1.6532E7 , 1.42898
1.6553E7 , 1.425474
1.6695E7 , 1.408479
1.682E7 , 1.400589
1.6824E7 , 1.399388
1.6974E7 , 1.395692
1.7E7 , 1.397196
1.7053E7 , 1.401294
1.7074E7 , 1.405899
1.7138E7 , 1.398102
1.7298E7 , 1.39311
1.729816E7 , 1.393109
1.73E7 , 1.393109
1.7301E7 , 1.406407
1.73914E7 , 1.403003
1.7431E7 , 1.401511
1.74315E7 , 1.401493
1.7467E7 , 1.401109
