Incident energy , σ(E)
8.89943819E7 , 0.084454444
9.0E7 , 0.0834327
9.099450538E7 , 0.082446724
9.2E7 , 0.0814724
9.299462355E7 , 0.080526003
9.4E7 , 0.0795906
9.499473675E7 , 0.078683986
9.6E7 , 0.0777877
9.699484527E7 , 0.076922084
9.8E7 , 0.0760661
9.899494942E7 , 0.075240166
1.0E8 , 0.0744232
